station_id,longitude,latitude,primary_types,TAZID
1562,113.98878,22.55117,business and residential,334
1563,113.988951,22.542459,lifestyle services,329
1564,113.990345,22.541958,lifestyle services,329
1565,113.990661,22.67163,lifestyle services,719
1566,113.991005,22.588745,food and beverage services,335
1567,113.991027,22.736262,business and residential,644
1568,113.991039,22.737962,lifestyle services,1060
1569,113.991112,22.738856,food and beverage services,1060
1570,113.991289,22.589744,business and residential,335
1571,113.991613,22.591408,lifestyle services,335
1572,113.991728,22.54122,lifestyle services,1112
1573,113.991746,22.732842,business and residential,644
1574,113.991765,22.590705,lifestyle services,335
1575,113.991978,22.738526,lifestyle services,1060
1576,113.992075,22.589366,lifestyle services,335
1577,113.992113,22.739608,lifestyle services,1060
1578,113.992511,22.536226,lifestyle services,1111
1579,113.993017,22.588465,food and beverage services,335
1580,113.993017,22.588465,food and beverage services,335
1581,113.993783,22.69064,business and residential,726
1582,113.994306,22.59737,lifestyle services,343
1583,113.99479,22.537004,lifestyle services,1111
1584,113.994911,22.735241,lifestyle services,687
1585,113.995476,22.535296,food and beverage services,1111
1586,113.995997,22.531611,business and residential,225
1587,113.996567,22.536059,lifestyle services,1111
1588,113.998139,22.53656,lifestyle services,1111
1589,113.998477,22.698506,lifestyle services,715
1590,113.998477,22.698506,lifestyle services,715
1591,113.998884,22.736049,lifestyle services,687
1592,113.999267,22.696603,lifestyle services,715
1593,113.999412,22.664085,food and beverage services,718
1594,114.000504,22.59265,food and beverage services,335
1595,114.000504,22.59265,food and beverage services,335
1596,114.00096,22.537428,lifestyle services,1111
1597,114.001244,22.537417,lifestyle services,1111
1598,114.003079,22.670815,business and residential,718
1599,114.004064,22.635491,business and residential,724
1600,114.004064,22.635491,business and residential,724
1601,114.007994,22.636614,lifestyle services,724
1602,114.009102,22.640442,food and beverage services,724
1603,114.009274,22.635842,lifestyle services,724
1604,114.010627,22.534891,business and residential,225
1605,114.010987,22.64256,lifestyle services,724
1606,114.011055,22.548647,lifestyle services,1113
1607,114.011249,22.640312,lifestyle services,724
1608,114.011267,22.547222,lifestyle services,1113
1609,114.01144,22.632498,lifestyle services,724
1610,114.011846,22.534961,business and residential,225
1611,114.011885,22.642885,lifestyle services,710
1612,114.011892,22.547691,business and residential,1113
1613,114.01191,22.547644,business and residential,1113
1614,114.012055,22.548341,lifestyle services,1113
1615,114.012555,22.535108,business and residential,225
1616,114.013349,22.54516,lifestyle services,1113
1617,114.013445,22.629092,lifestyle services,704
1618,114.013882,22.541663,business and residential,1114
1619,114.014366,22.541996,business and residential,1114
1620,114.014498,22.549168,lifestyle services,1113
1621,114.014566,22.562702,business and residential,235
1622,114.014713,22.641373,lifestyle services,710
1623,114.015025,22.637257,lifestyle services,724
1624,114.015191,22.565889,business and residential,235
1625,114.015239,22.564382,business and residential,235
1626,114.015799,22.564912,business and residential,235
1627,114.015963,22.564159,business and residential,235
1628,114.01606,22.561905,lifestyle services,235
1629,114.016155,22.54725,lifestyle services,1113
1630,114.016306,22.564233,business and residential,235
1631,114.016557,22.56248,lifestyle services,235
1632,114.016845,22.536691,lifestyle services,226
1633,114.016962,22.63037,lifestyle services,704
1634,114.018025,22.541107,lifestyle services,1114
1635,114.018197,22.549514,lifestyle services,1113
1636,114.018711,22.556332,lifestyle services,1115
1637,114.01892,22.540155,lifestyle services,1114
1638,114.01892,22.540155,lifestyle services,1114
1639,114.019401,22.642531,business and residential,710
1640,114.019749,22.658889,food and beverage services,711
1641,114.019752,22.644334,business and residential,710
1642,114.019848,22.533913,business and residential,226
1643,114.019945,22.534075,business and residential,226
1644,114.020065,22.634935,lifestyle services,704
1645,114.020148,22.537806,lifestyle services,226
1646,114.020299,22.542474,food and beverage services,1114
1647,114.020444,22.649372,business and residential,710
1648,114.020878,22.534074,lifestyle services,226
1649,114.021208,22.644705,business and residential,710
1650,114.021293,22.629543,business and residential,704
1651,114.021369,22.653237,lifestyle services,709
1652,114.021369,22.653237,lifestyle services,709
1653,114.021476,22.664938,food and beverage services,711
1654,114.021484,22.529977,lifestyle services,217
1655,114.021511,22.664678,food and beverage services,711
1656,114.021644,22.712304,lifestyle services,691
1657,114.02169,22.542135,lifestyle services,1114
1658,114.021862,22.635268,lifestyle services,704
1659,114.022126,22.6314,lifestyle services,704
1660,114.02222,22.529467,lifestyle services,217
1661,114.02228,22.650054,lifestyle services,709
1662,114.022326,22.647367,business and residential,710
1663,114.022483,22.666759,lifestyle services,712
1664,114.022483,22.666759,lifestyle services,712
1665,114.022508,22.531382,business and residential,217
1666,114.022973,22.648233,lifestyle services,709
1667,114.02327,22.551826,business and residential,1115
1668,114.023596,22.529755,lifestyle services,217
1669,114.023725,22.530345,lifestyle services,217
1670,114.024085,22.529828,lifestyle services,217
1671,114.024208,22.531691,business and residential,217
1672,114.024578,22.629094,lifestyle services,704
1673,114.024582,22.534038,lifestyle services,226
1674,114.024916,22.629079,food and beverage services,704
1675,114.024997,22.633932,lifestyle services,703
1676,114.025093,22.540127,lifestyle services,1116
1677,114.02549,22.523506,lifestyle services,217
1678,114.025523,22.653106,lifestyle services,709
1679,114.025571,22.523102,lifestyle services,217
1680,114.026021,22.635962,business and residential,705
1681,114.026166,22.713154,business and residential,690
1682,114.026166,22.713154,business and residential,690
1683,114.026362,22.632913,lifestyle services,703
1684,114.026501,22.551029,lifestyle services,1115
1685,114.026552,22.69469,lifestyle services,692
1686,114.026597,22.537611,lifestyle services,226
1687,114.026818,22.735808,business and residential,688
1688,114.026874,22.532492,business and residential,226
1689,114.026965,22.666678,lifestyle services,712
1690,114.026975,22.746707,lifestyle services,682
1691,114.027743,22.627125,lifestyle services,703
1692,114.027803,22.522153,lifestyle services,217
1693,114.027927,22.73879,business and residential,686
1694,114.027956,22.636802,business and residential,705
1695,114.028093,22.736966,lifestyle services,686
1696,114.028156,22.656206,lifestyle services,709
1697,114.02847,22.60078,lifestyle services,699
1698,114.028902,22.635972,lifestyle services,705
1699,114.028928,22.62188,business and residential,703
1700,114.028946,22.600645,lifestyle services,699
1701,114.029184,22.601094,business and residential,699
1702,114.029755,22.553619,business and residential,1115
1703,114.029918,22.534794,lifestyle services,227
1704,114.03006,22.533349,food and beverage services,227
1705,114.030658,22.602767,business and residential,699
1706,114.030658,22.602767,business and residential,699
1707,114.031016,22.554933,lifestyle services,1115
1708,114.03102,22.652169,lifestyle services,709
1709,114.03102,22.652169,lifestyle services,709
1710,114.031098,22.627558,lifestyle services,703
1711,114.03111,22.632167,lifestyle services,703
1712,114.031302,22.534946,lifestyle services,227
1713,114.031318,22.628952,lifestyle services,703
1714,114.031562,22.536352,lifestyle services,227
1715,114.031654,22.641304,business and residential,705
1716,114.031654,22.641304,business and residential,705
1717,114.031901,22.531023,food and beverage services,227
1718,114.031901,22.531023,food and beverage services,227
1719,114.031998,22.632514,food and beverage services,703
1720,114.032022,22.530696,lifestyle services,227
1721,114.032022,22.530696,lifestyle services,227
1722,114.032113,22.744423,business and residential,682
1723,114.032113,22.744423,business and residential,682
1724,114.032189,22.638566,business and residential,705
1725,114.032269,22.557413,lifestyle services,1110
1726,114.032531,22.660839,lifestyle services,712
1727,114.032749,22.716766,business and residential,690
1728,114.033093,22.631632,lifestyle services,703
1729,114.033277,22.531661,lifestyle services,227
1730,114.033293,22.531743,lifestyle services,227
1731,114.03358,22.526772,lifestyle services,1106
1732,114.033635,22.557084,lifestyle services,1110
1733,114.033683,22.519079,lifestyle services,1105
1734,114.033861,22.716042,business and residential,690
1735,114.033898,22.62907,lifestyle services,703
1736,114.034562,22.65901,lifestyle services,712
1737,114.03502,22.518753,business and residential,1105
1738,114.035049,22.554026,lifestyle services,1109
1739,114.035066,22.631653,lifestyle services,703
1740,114.035533,22.554058,lifestyle services,1109
1741,114.035599,22.627436,food and beverage services,703
1742,114.035692,22.657107,lifestyle services,712
1743,114.035875,22.553756,lifestyle services,1109
1744,114.036247,22.630556,lifestyle services,703
1745,114.036508,22.556261,lifestyle services,1110
1746,114.036602,22.558479,lifestyle services,1110
1747,114.036761,22.570501,lifestyle services,1170
1748,114.037064,22.659121,lifestyle services,708
1749,114.037088,22.561208,lifestyle services,1110
1750,114.037155,22.640178,lifestyle services,705
1751,114.038114,22.552619,lifestyle services,1109
1752,114.038511,22.669049,lifestyle services,731
1753,114.038834,22.731123,business and residential,686
1754,114.039017,22.633709,lifestyle services,705
1755,114.039323,22.550918,lifestyle services,1109
1756,114.039729,22.521541,business and residential,1105
1757,114.040065,22.624989,business and residential,703
1758,114.040114,22.525856,food and beverage services,1106
1759,114.040146,22.659176,business and residential,708
1760,114.040346,22.66929,business and residential,731
1761,114.040452,22.542985,lifestyle services,1107
1762,114.040526,22.629449,business and residential,703
1763,114.040676,22.546292,business and residential,1107
1764,114.04085,22.542457,lifestyle services,1107
1765,114.041317,22.552652,business and residential,1109
1766,114.041581,22.610124,business and residential,701
1767,114.041934,22.567075,lifestyle services,1171
1768,114.041963,22.74508,business and residential,686
1769,114.041963,22.74508,business and residential,686
1770,114.042145,22.60076,business and residential,699
1771,114.042219,22.524452,lifestyle services,1106
1772,114.042222,22.549568,business and residential,1107
1773,114.042589,22.694073,lifestyle services,698
1774,114.042651,22.55508,business and residential,1109
1775,114.042879,22.52414,lifestyle services,1106
1776,114.04302,22.745204,business and residential,686
1777,114.043206,22.525249,food and beverage services,1106
1778,114.043225,22.526506,lifestyle services,1106
1779,114.043545,22.57041,business and residential,1168
1780,114.043552,22.552808,business and residential,1109
1781,114.043558,22.605921,lifestyle services,701
1782,114.043575,22.554668,lifestyle services,1109
1783,114.043593,22.554645,lifestyle services,1109
1784,114.043632,22.571679,business and residential,1170
1785,114.043763,22.603162,food and beverage services,700
1786,114.043903,22.525873,lifestyle services,1106
1787,114.043948,22.550893,business and residential,1109
1788,114.043972,22.599271,lifestyle services,699
1789,114.044008,22.551321,lifestyle services,202
1790,114.04409,22.540048,lifestyle services,227
1791,114.04409,22.540048,lifestyle services,227
1792,114.044162,22.516626,lifestyle services,1099
1793,114.04426,22.541976,lifestyle services,1062
1794,114.044307,22.567009,lifestyle services,1168
1795,114.044504,22.523942,lifestyle services,1100
1796,114.044518,22.543329,lifestyle services,1061
1797,114.044548,22.547544,lifestyle services,1061
1798,114.044555,22.617513,business and residential,702
1799,114.044574,22.597133,lifestyle services,699
1800,114.044673,22.528979,lifestyle services,1100
1801,114.044686,22.55458,lifestyle services,202
1802,114.044698,22.547524,lifestyle services,1061
1803,114.044711,22.527085,business and residential,1106
1804,114.044954,22.56622,business and residential,1168
1805,114.045182,22.564524,lifestyle services,203
1806,114.04525,22.507381,business and residential,223
1807,114.045666,22.526188,lifestyle services,1100
1808,114.045739,22.570004,business and residential,1168
1809,114.045764,22.546191,business and residential,1061
1810,114.045873,22.723239,business and residential,693
1811,114.045873,22.723239,business and residential,693
1812,114.045873,22.723239,business and residential,693
1813,114.045968,22.721363,lifestyle services,693
1814,114.045986,22.568052,business and residential,1168
1815,114.046011,22.543494,lifestyle services,1061
1816,114.046142,22.593517,business and residential,699
1817,114.046228,22.530288,lifestyle services,1100
1818,114.046263,22.554647,food and beverage services,202
1819,114.046272,22.571428,food and beverage services,1168
1820,114.046855,22.598652,lifestyle services,700
1821,114.046892,22.545902,lifestyle services,1061
1822,114.047092,22.54791,lifestyle services,1061
1823,114.047172,22.546775,lifestyle services,1061
1824,114.04726,22.7296,business and residential,693
1825,114.04726,22.7296,business and residential,693
1826,114.04726,22.7296,business and residential,693
1827,114.04727,22.506347,business and residential,223
1828,114.047403,22.554129,food and beverage services,202
1829,114.047872,22.560258,lifestyle services,202
1830,114.048078,22.647557,food and beverage services,708
1831,114.048099,22.673337,business and residential,731
1832,114.048141,22.675134,business and residential,731
1833,114.048288,22.672775,business and residential,731
1834,114.048289,22.509056,business and residential,223
1835,114.048537,22.541915,food and beverage services,1062
1836,114.048948,22.748871,business and residential,686
1837,114.049625,22.518818,lifestyle services,1100
1838,114.049721,22.678851,lifestyle services,732
1839,114.050752,22.525552,lifestyle services,1100
1840,114.050819,22.602561,lifestyle services,700
1841,114.050908,22.644829,business and residential,739
1842,114.05091,22.543973,lifestyle services,1061
1843,114.050993,22.707962,business and residential,748
1844,114.050996,22.546141,lifestyle services,1061
1845,114.051,22.526685,lifestyle services,1100
1846,114.051028,22.707894,business and residential,748
1847,114.051136,22.538613,lifestyle services,1062
1848,114.051237,22.53791,lifestyle services,1062
1849,114.051327,22.563223,business and residential,203
1850,114.05142,22.517507,lifestyle services,1101
1851,114.051511,22.670646,business and residential,732
1852,114.052006,22.530039,business and residential,1102
1853,114.052162,22.528082,lifestyle services,1102
1854,114.052184,22.627171,lifestyle services,702
1855,114.052184,22.627171,lifestyle services,702
1856,114.052991,22.526755,food and beverage services,1102
1857,114.053016,22.52257,lifestyle services,1102
1858,114.053192,22.596059,business and residential,700
1859,114.053299,22.634085,business and residential,706
1860,114.053323,22.516533,lifestyle services,1101
1861,114.053344,22.520186,lifestyle services,1102
1862,114.053848,22.506227,business and residential,223
1863,114.054052,22.544005,lifestyle services,1061
1864,114.05407,22.53311,business and residential,1062
1865,114.054089,22.524411,lifestyle services,1102
1866,114.054204,22.527708,food and beverage services,1102
1867,114.054217,22.509271,business and residential,223
1868,114.054828,22.531407,lifestyle services,1102
1869,114.055075,22.560536,lifestyle services,202
1870,114.055197,22.524463,lifestyle services,1102
1871,114.055945,22.569354,business and residential,1172
1872,114.056,22.525033,lifestyle services,1102
1873,114.056014,22.514032,lifestyle services,223
1874,114.056066,22.525891,lifestyle services,1102
1875,114.056089,22.695303,lifestyle services,751
1876,114.056366,22.591356,business and residential,681
1877,114.056394,22.561069,lifestyle services,202
1878,114.056493,22.535743,food and beverage services,1062
1879,114.056606,22.534995,lifestyle services,1062
1880,114.056773,22.569782,business and residential,1172
1881,114.056841,22.695302,lifestyle services,751
1882,114.057063,22.534251,business and residential,1062
1883,114.057327,22.526718,food and beverage services,1102
1884,114.057356,22.508878,business and residential,1102
1885,114.057376,22.522617,lifestyle services,1102
1886,114.057378,22.51343,lifestyle services,223
1887,114.057748,22.563612,lifestyle services,204
1888,114.057758,22.535761,lifestyle services,1062
1889,114.057964,22.560892,lifestyle services,202
1890,114.057973,22.634546,lifestyle services,706
1891,114.057997,22.570833,lifestyle services,1172
1892,114.058097,22.533842,lifestyle services,1062
1893,114.058219,22.671338,lifestyle services,732
1894,114.058368,22.502405,lifestyle services,223
1895,114.058372,22.536693,lifestyle services,1062
1896,114.058399,22.50714,business and residential,223
1897,114.058419,22.534817,business and residential,1062
1898,114.05851,22.509541,business and residential,223
1899,114.058643,22.56483,lifestyle services,204
1900,114.058674,22.504121,lifestyle services,223
1901,114.058696,22.52227,food and beverage services,1102
1902,114.058912,22.694639,lifestyle services,751
1903,114.058951,22.560531,lifestyle services,202
1904,114.059013,22.590903,business and residential,681
1905,114.059014,22.505615,lifestyle services,223
1906,114.059287,22.693619,business and residential,751
1907,114.059622,22.51861,lifestyle services,1101
1908,114.059631,22.618396,lifestyle services,745
1909,114.059874,22.546939,lifestyle services,1061
1910,114.059874,22.546939,lifestyle services,1061
1911,114.05995,22.510273,lifestyle services,223
1912,114.059951,22.564041,lifestyle services,204
1913,114.060043,22.572388,business and residential,1172
1914,114.060064,22.593201,lifestyle services,681
1915,114.060321,22.563358,lifestyle services,204
1916,114.060394,22.567143,lifestyle services,204
1917,114.060564,22.510686,lifestyle services,223
1918,114.060621,22.664709,lifestyle services,741
1919,114.060621,22.664709,lifestyle services,741
1920,114.061126,22.505599,lifestyle services,223
1921,114.06118,22.510362,lifestyle services,223
1922,114.061227,22.51783,lifestyle services,224
1923,114.061227,22.51783,lifestyle services,224
1924,114.061361,22.520958,business and residential,1104
1925,114.061546,22.571183,lifestyle services,1173
1926,114.061634,22.570021,lifestyle services,1173
1927,114.061647,22.51103,lifestyle services,223
1928,114.061731,22.515192,business and residential,224
1929,114.061743,22.513999,lifestyle services,224
1930,114.061747,22.534352,lifestyle services,1062
1931,114.061747,22.534352,lifestyle services,1062
1932,114.062451,22.534218,lifestyle services,1062
1933,114.062534,22.567994,lifestyle services,204
1934,114.062703,22.514224,lifestyle services,224
1935,114.062839,22.631418,lifestyle services,706
1936,114.062954,22.514398,lifestyle services,224
1937,114.063068,22.607652,lifestyle services,700
1938,114.06339,22.515563,lifestyle services,224
1939,114.063747,22.524166,lifestyle services,1104
1940,114.063909,22.53332,lifestyle services,206
1941,114.064015,22.532151,lifestyle services,206
1942,114.064053,22.542943,business and residential,206
1943,114.06409,22.573763,lifestyle services,1173
1944,114.064322,22.690736,food and beverage services,733
1945,114.064348,22.690969,business and residential,733
1946,114.064502,22.545418,business and residential,205
1947,114.064556,22.521438,lifestyle services,224
1948,114.064676,22.54205,lifestyle services,206
1949,114.064676,22.54205,lifestyle services,206
1950,114.064723,22.520741,lifestyle services,224
1951,114.064988,22.625688,lifestyle services,745
1952,114.06504,22.542691,lifestyle services,206
1953,114.06504,22.542691,lifestyle services,206
1954,114.065204,22.57143,business and residential,1173
1955,114.065332,22.516789,lifestyle services,224
1956,114.065483,22.651259,lifestyle services,744
1957,114.065613,22.65176,lifestyle services,744
1958,114.065799,22.651336,lifestyle services,744
1959,114.06583,22.522972,business and residential,224
1960,114.065838,22.658375,lifestyle services,744
1961,114.065879,22.522938,business and residential,224
1962,114.065988,22.546215,business and residential,205
1963,114.066001,22.61317,business and residential,700
1964,114.066109,22.521753,business and residential,224
1965,114.0665,22.690363,business and residential,733
1966,114.066576,22.543637,lifestyle services,205
1967,114.066648,22.530307,business and residential,1104
1968,114.066654,22.538933,lifestyle services,206
1969,114.066796,22.522986,business and residential,224
1970,114.066911,22.5584,lifestyle services,204
1971,114.066948,22.547198,lifestyle services,205
1972,114.066948,22.547198,lifestyle services,205
1973,114.066985,22.524753,lifestyle services,224
1974,114.067044,22.681487,lifestyle services,729
1975,114.067055,22.532132,business and residential,206
1976,114.067089,22.518394,lifestyle services,224
1977,114.067134,22.523979,lifestyle services,224
1978,114.067192,22.561121,lifestyle services,204
1979,114.067247,22.525082,lifestyle services,224
1980,114.067379,22.532225,lifestyle services,206
1981,114.067448,22.538885,lifestyle services,206
1982,114.067467,22.624271,business and residential,746
1983,114.067697,22.572312,business and residential,1173
1984,114.067942,22.570995,lifestyle services,1173
1985,114.068004,22.624811,lifestyle services,746
1986,114.068171,22.649673,business and residential,744
1987,114.068186,22.653259,food and beverage services,744
1988,114.068445,22.536868,lifestyle services,216
1989,114.068553,22.689256,business and residential,733
1990,114.068679,22.69148,lifestyle services,733
1991,114.0688,22.57208,lifestyle services,1173
1992,114.068966,22.543127,lifestyle services,216
1993,114.068972,22.61162,business and residential,746
1994,114.069015,22.571628,lifestyle services,1173
1995,114.069183,22.565126,business and residential,215
1996,114.069259,22.688085,business and residential,733
1997,114.069987,22.716711,food and beverage services,728
1998,114.069997,22.614995,lifestyle services,746
1999,114.070456,22.52366,business and residential,224
2000,114.070788,22.523014,lifestyle services,224
2001,114.071013,22.61815,business and residential,746
2002,114.071079,22.612841,lifestyle services,716
2003,114.071156,22.527224,lifestyle services,224
2004,114.071955,22.620756,lifestyle services,746
2005,114.072074,22.646735,business and residential,744
2006,114.073839,22.616327,food and beverage services,716
2007,114.073839,22.616327,food and beverage services,716
2008,114.073996,22.614615,food and beverage services,716
2009,114.07417,22.617325,food and beverage services,716
2010,114.074193,22.515924,lifestyle services,224
2011,114.074402,22.690517,lifestyle services,729
2012,114.074715,22.543693,lifestyle services,216
2013,114.075174,22.659094,lifestyle services,741
2014,114.07694,22.630981,business and residential,1026
2015,114.076978,22.621193,business and residential,746
2016,114.076987,22.567154,lifestyle services,215
2017,114.077107,22.659641,business and residential,741
2018,114.077196,22.65641,lifestyle services,737
2019,114.078254,22.536822,food and beverage services,214
2020,114.078839,22.634511,lifestyle services,1026
2021,114.079601,22.633593,lifestyle services,1026
2022,114.079977,22.644616,business and residential,737
2023,114.080907,22.623125,business and residential,716
2024,114.080907,22.623125,business and residential,716
2025,114.080989,22.633042,business and residential,1026
2026,114.081082,22.535963,lifestyle services,214
2027,114.082025,22.682578,lifestyle services,729
2028,114.082138,22.708382,lifestyle services,728
2029,114.082138,22.708382,lifestyle services,728
2030,114.082138,22.708382,lifestyle services,728
2031,114.082138,22.708382,lifestyle services,728
2032,114.082419,22.546174,lifestyle services,1063
2033,114.082759,22.654276,food and beverage services,737
2034,114.083356,22.624866,business and residential,716
2035,114.083568,22.539208,lifestyle services,213
2036,114.084059,22.548674,lifestyle services,1064
2037,114.085021,22.530012,lifestyle services,213
2038,114.085663,22.571655,lifestyle services,119
2039,114.085976,22.532607,business and residential,213
2040,114.086178,22.532804,business and residential,213
2041,114.08633,22.629165,business and residential,1026
2042,114.086961,22.575867,business and residential,121
2043,114.086975,22.697647,business and residential,728
2044,114.087581,22.535984,business and residential,213
2045,114.088638,22.54017,lifestyle services,213
2046,114.089074,22.571362,lifestyle services,119
2047,114.089928,22.706775,food and beverage services,735
2048,114.089928,22.706775,food and beverage services,735
2049,114.089945,22.638053,business and residential,783
2050,114.089966,22.635825,business and residential,783
2051,114.090044,22.570965,lifestyle services,119
2052,114.091014,22.53638,lifestyle services,213
2053,114.092513,22.533704,food and beverage services,213
2054,114.092926,22.553181,lifestyle services,211
2055,114.093001,22.551326,lifestyle services,212
2056,114.093266,22.568423,lifestyle services,119
2057,114.094768,22.544345,lifestyle services,212
2058,114.095035,22.552091,food and beverage services,211
2059,114.095187,22.704937,food and beverage services,775
2060,114.095187,22.704937,food and beverage services,775
2061,114.095443,22.547058,business and residential,212
2062,114.095517,22.53903,lifestyle services,213
2063,114.096934,22.540144,lifestyle services,213
2064,114.096978,22.538175,lifestyle services,213
2065,114.097493,22.551725,business and residential,212
2066,114.097808,22.563943,business and residential,208
2067,114.097899,22.564484,business and residential,208
2068,114.098984,22.552116,food and beverage services,1121
2069,114.099783,22.539617,food and beverage services,102
2070,114.100803,22.563115,lifestyle services,1126
2071,114.101209,22.625045,lifestyle services,965
2072,114.101647,22.567775,lifestyle services,1125
2073,114.101861,22.564367,business and residential,1126
2074,114.10187,22.5525,lifestyle services,1122
2075,114.102079,22.602804,business and residential,967
2076,114.102366,22.536434,lifestyle services,102
2077,114.102541,22.707336,lifestyle services,806
2078,114.103032,22.562183,business and residential,1126
2079,114.103192,22.558398,lifestyle services,1121
2080,114.103245,22.562474,lifestyle services,1126
2081,114.103439,22.613261,business and residential,965
2082,114.103548,22.624386,lifestyle services,966
2083,114.103848,22.626514,lifestyle services,795
2084,114.103966,22.538029,lifestyle services,102
2085,114.103998,22.624303,lifestyle services,966
2086,114.104294,22.611468,lifestyle services,966
2087,114.104702,22.611474,food and beverage services,966
2088,114.104779,22.624926,lifestyle services,795
2089,114.104934,22.545534,lifestyle services,1122
2090,114.104966,22.546067,lifestyle services,1122
2091,114.105277,22.545241,lifestyle services,1122
2092,114.105314,22.550542,lifestyle services,1122
2093,114.105314,22.550542,lifestyle services,1122
2094,114.105538,22.552862,business and residential,1122
2095,114.105663,22.539278,business and residential,102
2096,114.105736,22.554161,lifestyle services,1121
2097,114.106376,22.584902,lifestyle services,1131
2098,114.106492,22.586961,lifestyle services,1131
2099,114.106492,22.586961,lifestyle services,1131
2100,114.106492,22.586961,lifestyle services,1131
2101,114.10666,22.569612,lifestyle services,1125
2102,114.106792,22.533902,food and beverage services,1120
2103,114.106953,22.533986,food and beverage services,1120
2104,114.106996,22.616438,lifestyle services,966
2105,114.107023,22.595678,lifestyle services,967
2106,114.107042,22.555516,business and residential,1121
2107,114.10737,22.53956,lifestyle services,1120
2108,114.107556,22.594503,lifestyle services,1163
2109,114.107729,22.535133,lifestyle services,1120
2110,114.107819,22.555318,business and residential,1121
2111,114.107833,22.559771,lifestyle services,1124
2112,114.107969,22.540577,lifestyle services,1120
2113,114.108052,22.62382,lifestyle services,795
2114,114.108052,22.62382,lifestyle services,795
2115,114.108075,22.542674,lifestyle services,1120
2116,114.108547,22.540539,lifestyle services,1120
2117,114.108731,22.5338,lifestyle services,1120
2118,114.109352,22.540594,business and residential,1120
2119,114.109352,22.540594,business and residential,1120
2120,114.109366,22.53626,lifestyle services,1120
2121,114.109376,22.559902,lifestyle services,1124
2122,114.109398,22.549683,business and residential,1122
